product_name,product_image,product_link,product_quantity,tag_label,price,product_information,store_address,store,category
Grill-Rosenbrötchen,https://kaufland.media.schwarz/is/image/schwarz/01298110FRa?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01298110.html,Stück ,,0.39 ,"mit Tomatenflocken,bestreut mit einer pikanten Mischungaus Paprikapulver und Hartweizengrieß",69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Hamburger-Brötchen,https://kaufland.media.schwarz/is/image/schwarz/01218739?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01218739.html,je 4 - 6 St. = 300-g-Packg. (1 kg = 2.64),,0.79 ,"Sesam, Natur oder Mega",69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Hot-Dog-Brötchen,https://kaufland.media.schwarz/is/image/schwarz/01218365_P_152525?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01218365.html,4 St. = 250-g-Packg. (1 kg = 3.16),,0.79 ,supersoft,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Bagels,https://kaufland.media.schwarz/is/image/schwarz/01194524?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01194524.html,je 4 St. = 340-g-Packg. (1 kg = 4.39),,1.49 ,Sesam oder Körner und Saaten,69123,Kaufland,Grundnahrungsmittel
LEICHT & CROSS Knusperbrot,https://kaufland.media.schwarz/is/image/schwarz/02901967?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02901967.html,je 150-g-Packg. (1 kg = 6.60),,0.99 ,Goldweizen oder Roggen,69123,Kaufland,Grundnahrungsmittel
HARRY Sammy's Super-Sandwich,https://kaufland.media.schwarz/is/image/schwarz/02905396?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02982007.html,je 750-g-Packg. (1 kg = 2.39),,1.79 ,"Weizentoastbrot,Original oder Power mitVollkornanteil",69123,Kaufland,Grundnahrungsmittel
MILKA Küchlein,https://kaufland.media.schwarz/is/image/schwarz/00871606?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00871606.html,je 5 - 9 St. = 117 - 175-g-Packg. (1 kg = 8.52 - 12.74),,1.49 ,versch. Sorten,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Muffins,https://kaufland.media.schwarz/is/image/schwarz/01055081?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01055081.html,je 4 St. = 360-g-Packg. (1 kg = 4.42),,1.59 ,Stracciatella oder Schokolademit Schokoladenstückchen,69123,Kaufland,Grundnahrungsmittel
MAGGI Sauce zu Braten,https://kaufland.media.schwarz/is/image/schwarz/03801958?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03801958.html,je 228 - 240-g-Dose (1 kg = 11.63 - 12.24),,2.79 ,"versch. Sorten, ergibt 1,5 - 3 Liter",69123,Kaufland,Grundnahrungsmittel
MAGGI Fix oder Würzpaste,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01380563.html,je 26 - 85-g-Beutel (1 kg = 5.77 - 18.85),,0.49 ,für versch. Gerichte,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Röstzwiebeln,https://kaufland.media.schwarz/is/image/schwarz/01156686?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01156686.html,150-g-Becher (1 kg = 5.94),,0.89 ,zum Verfeinern und Garnieren,69123,Kaufland,Grundnahrungsmittel
K-FAVOURITES Ital. Pasta,https://kaufland.media.schwarz/is/image/schwarz/01215499?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01215499.html,je 500-g-Packg. (1 kg = 1.98),,0.99 ,"ohne Ei, versch. Sorten",69123,Kaufland,Grundnahrungsmittel
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=04105656.html,,,,,69123,Kaufland,Grundnahrungsmittel
BUCKI Frischeier-Nudeln,https://kaufland.media.schwarz/is/image/schwarz/04102901?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=04102901.html,je 1-kg-Beutel ,,3.33 ,versch. Ausformungen,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Lasagne-Blätter,https://kaufland.media.schwarz/is/image/schwarz/04100683?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=04100683.html,500-g-Packg. (1 kg = 2.22),,1.11 ,aus Hartweizengrieß,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Blüten- oder Waldhonig,https://kaufland.media.schwarz/is/image/schwarz/01383776_P_842144?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01383776.html,je 500-g-Fl. (1 kg = 5.98),,2.99 ,flüssig,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Erdnusscreme American Style,https://kaufland.media.schwarz/is/image/schwarz/01287691?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01287691.html,je 350-g-Glas (1 kg = 4.55),,1.59 ,Creamy oder Crunchy,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Haferflocken,https://kaufland.media.schwarz/is/image/schwarz/00876780?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00876780.html,je 500-g-Packg. (1 kg = 1.10),,0.55 ,zart oder kernig,69123,Kaufland,Grundnahrungsmittel
KELLOGG'S Cerealien,https://kaufland.media.schwarz/is/image/schwarz/01220882?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01220882.html,je 700-g-Packg. (1 kg = 4.70),,3.29 ,"versch. Sorten, z. B. Choco Krispies",69123,Kaufland,Grundnahrungsmittel
DR. OETKER Backmischung,https://kaufland.media.schwarz/is/image/schwarz/01478007?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01478007.html,je 280 - 462-g-Packg. (1 kg = 4.31 - 7.11),,1.99 ,"für Muffins, kleine Kuchenoder Brownies, versch. Sorten",69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Sultaninen,https://kaufland.media.schwarz/is/image/schwarz/01125265_P_208881?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01125265.html,250-g-Packg. (1 kg = 3.16),,0.79 ,ungeschwefelt,69123,Kaufland,Grundnahrungsmittel
SEEBERGER Mango,https://kaufland.media.schwarz/is/image/schwarz/03601471?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=03601471.html,100-g-Packg. (1 kg = 25.90),,2.59 ,"getrocknet, ohne Zuckerzusatz",69123,Kaufland,Grundnahrungsmittel
JANSSEN Soft-Aprikosen,https://kaufland.media.schwarz/is/image/schwarz/01512329?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01512329.html,200-g-Packg. (1 kg = 9.45),,1.89 ,getrocknet und entsteint,69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Cranberries,https://kaufland.media.schwarz/is/image/schwarz/01255780_P_618733?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01255780.html,200-g-Packg. (1 kg = 8.45),,1.69 ,"ganz, gezuckert und getrocknet",69123,Kaufland,Grundnahrungsmittel
K-CLASSIC Kürbiskerne,https://kaufland.media.schwarz/is/image/schwarz/01092245?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01092245.html,200-g-Packg. (1 kg = 8.45),,1.69 ,naturbelassen,69123,Kaufland,Grundnahrungsmittel
MANNER Zarties,https://kaufland.media.schwarz/is/image/schwarz/01254485?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01254485.html,je 200-g-Packg. (1 kg = 11.45),AKTION,2.29 *,"zarte, knusprige Waffeln mitleckerer Füllung, versch. Sorten",69123,Kaufland,Grundnahrungsmittel
CHIO Dip!,https://kaufland.media.schwarz/is/image/schwarz/02800965a?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02800965.html,je 200-ml-Glas (1 l = 6.45),,1.29 ,"Soßen zum Dippen,Hot Cheese, Mild Salsa oder Hot Salsa",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
K-CLASSIC Sultaninen,https://kaufland.media.schwarz/is/image/schwarz/01125265_P_208881?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01125265.html,250-g-Packg. (1 kg = 3.16),,0.79 ,ungeschwefelt,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
TCHIBO Feine Milde,https://kaufland.media.schwarz/is/image/schwarz/01010501?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01010501.html,4 x 250-g-Packg. ,AKTION,11.98 *,"natur-milder Kaffeegenuss, gemahlen",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
EILLES Gourmet,https://kaufland.media.schwarz/is/image/schwarz/02409118?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02409118.html,je 500-g- oder 2 x 250-g-Vak.-Packg. (1 kg = 8.88),,4.44 ,"edel-aromatischer Röstkaffee, gemahlen",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
IDEE KAFFEE Filterkaffee,https://kaufland.media.schwarz/is/image/schwarz/02404101?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02404101.html,500-g-Vak.-Packg. (1 kg = 8.88),,4.44 ,"mild-klassisch, gemahlen",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
MELITTA BellaCrema,https://kaufland.media.schwarz/is/image/schwarz/02403707?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02403707.html,je 1-kg-Packg. ,,9.99 ,"Röstkaffee in ganzen Bohnen, 100 % Arabica,La Crema oder Speciale",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
DALLMAYR Kaffee-Pads,https://kaufland.media.schwarz/is/image/schwarz/00983736?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00983736.html,je 16 St. = 112-g-Beutel (1 kg = 15.09) / (1 kg = 13.31)**,,1.69 ,"Spitzenkaffee, schonend veredelt, Prodomooder Crema d'Oro mild & fein",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
STARBUCKS Kaffeekapseln,https://kaufland.media.schwarz/is/image/schwarz/01237744?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01237744.html,je 10 St. = 53 - 57-g-Packg. (1 kg = 61.23 - 65.85),,3.49 ,"für Nespresso-Maschinen,versch. Sorten",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
MESSMER Cold Tea,https://kaufland.media.schwarz/is/image/schwarz/01288884?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01288884.html,"je 14 St. = 38,5-g-Packg. (1 kg = 51.69)",,1.99 ,"für die Wasserflasche,versch. Sorten",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
GARDSCHIPS Kartoffelchips,https://kaufland.media.schwarz/is/image/schwarz/01257095?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01257095.html,je 150-g-Beutel (1 kg = 9.94),,1.49 ,Tryffel oder Dill und Parmesan,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
FUNNY-FRISCH Kartoffelchips,https://kaufland.media.schwarz/is/image/schwarz/00842294?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00842294.html,je 120 - 150-g-Beutel (1 kg = 9.27 - 11.59),,1.39 ,versch. Sorten Kesselchipsoder Riffels Naturell,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
POM-BÄR Kartoffelsnacks,https://kaufland.media.schwarz/is/image/schwarz/02837086?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02837086.html,je 75-g-Beutel (1 kg = 11.74) / (1 kg = 10.27)**,,0.88 ,versch. Sorten,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
CHIO Tortillas Chips,https://kaufland.media.schwarz/is/image/schwarz/01505953?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01505953.html,je 110-g-Packg. (1 kg = 9.00),,0.99 ,versch. Sorten,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
CHIO Popcorn,https://kaufland.media.schwarz/is/image/schwarz/00983345?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00983345.html,je 120-g-Beutel (1 kg = 8.25),,0.99 ,"wie im Kino, süß, Toffee Karamelloder Sweet 'n' Salty",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
K-CLASSIC Salzstangen,https://kaufland.media.schwarz/is/image/schwarz/02802425_P_518511?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01534650.html,250-g-Packg. (1 kg = 2.76),,0.69 ,knuspriges Laugengebäck,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
ELEPHANT Baked Squeezed Pretzels,https://kaufland.media.schwarz/is/image/schwarz/01509550?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01509550.html,je 160 - 180-g-Beutel (1 kg = 8.28 - 9.32) / (1 kg = 6.17 - 6.94)**,,1.49 ,"Knabbergebäck, versch. Sorten",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
SCHOGETTEN Schokolade,https://kaufland.media.schwarz/is/image/schwarz/02587004?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02587004.html,je 100-g-Packg. (1 kg = 6.90),,0.69 ,"versch. Sorten, ausgenommen Gold",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
LINDT Mini-Pralinés,https://kaufland.media.schwarz/is/image/schwarz/01018507a?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01018507.html,je 100-g-Packg. (1 kg = 39.90),,3.99 ,"Mischung aus 20 kleinen, feinen Köstlichkeiten,versch. Designs",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
BALISTO oder TWIX Schokoriegel,https://kaufland.media.schwarz/is/image/schwarz/02510931?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02510931.html,"je 5 - 9 St. = 166,5 - 250-g-Packg. (1 kg = 5.16 - 7.75)",,1.29 ,versch. Sorten,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
NIPPON Puffreis in Schokolade,https://kaufland.media.schwarz/is/image/schwarz/01121579?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01121579.html,je 200-g-Packg. (1 kg = 5.95),,1.19 ,in Milch- oder Zartbitterschokolade,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
K-CLASSIC BBQ-Marshmallows,https://kaufland.media.schwarz/is/image/schwarz/01285189?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01285189.html,300-g-Packg. (1 kg = 4.97),,1.49 ,ideal zum Grillen,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
SKITTLES Fruits oder Crazy Sours,https://kaufland.media.schwarz/is/image/schwarz/01159296?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01159296.html,je 160-g-Packg. (1 kg = 6.19),,0.99 ,fruchtige Kaubonbons,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
LOOK O LOOK Süßigkeiten,https://kaufland.media.schwarz/is/image/schwarz/01475605?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01475605.html,je 30 - 135-g-Packg. (1 kg = 10.30 - 46.34),,1.39 ,"Regenbogenstreifen, Party Mix, Süßer Schmuck,Lippenstifte oder Schnullies",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
LOTUS BISCOFF Karamellkeks,https://kaufland.media.schwarz/is/image/schwarz/01495750?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01495750.html,250-g-Packg. (1 kg = 5.96),,1.49 ,knusprig-leichte Konsistenz undkultige Form,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
LEIBNIZ Kekse,https://kaufland.media.schwarz/is/image/schwarz/02818698?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02818698.html,je 150 - 200-g-Packg. (1 kg = 4.45 - 5.94),,0.89 ,"Butterkeks, Kakaokeks oder-30 % Zucker",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
K-CLASSIC Cookies,https://kaufland.media.schwarz/is/image/schwarz/01032059_P_149537?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01032059.html,je 200 - 210-g-Packg. (1 kg = 6.15 - 6.45),,1.29 ,versch. Sorten,69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
OREO Doppelkekse,https://kaufland.media.schwarz/is/image/schwarz/00871609?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00871609.html,je 154 - 157-g-Packg. (1 kg = 8.22 - 8.38),,1.29 ,"aus zwei Kekshälften miteiner Cremefüllung,versch. Sorten",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
MANNER Zarties,https://kaufland.media.schwarz/is/image/schwarz/01254485?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01254485.html,je 200-g-Packg. (1 kg = 11.45),AKTION,2.29 *,"zarte, knusprige Waffeln mitleckerer Füllung, versch. Sorten",69123,Kaufland,"Kaffee, Tee, Süßwaren, Knabberartikel"
COCA-COLA Erfrischungsgetränk,https://kaufland.media.schwarz/is/image/schwarz/00905991?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00905991.html,"je 6 x 0,33-l-PET-Fl. (1 l = 1.51)",,2.99 ,"koffeinhaltig,auch als Zero(+ 1.50 Pfand)",69123,Kaufland,"Getränke, Spirituosen"
DR. PEPPER Erfrischungsgetränk,https://kaufland.media.schwarz/is/image/schwarz/00930996c?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00930996.html,"je 0,33-l-Dose (1 l = 2.40)",,0.79 ,"koffeinhaltig, Original oder mit Kirschgeschmack(+ 0.25 Pfand)",69123,Kaufland,"Getränke, Spirituosen"
COCA-COLA Vanilla oder FANTA Cassis,https://kaufland.media.schwarz/is/image/schwarz/01131371?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01131371.html,"je 0,33-l-Dose (1 l = 3.61)",,1.19 ,"Erfrischungsgetränke, teilw. koffeinhaltig(+ 0.25 Pfand)",69123,Kaufland,"Getränke, Spirituosen"
EMYO Limonade,https://kaufland.media.schwarz/is/image/schwarz/01544800?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01507860.html,"je 0,33-l-Dose (1 l = 3.00)",AKTION,0.99 *,"Blueberry Bay, Mermaid Fantasy,Orange Family oder Amazing Apple(+ 0.25 Pfand)",69123,Kaufland,"Getränke, Spirituosen"
ORANGINA Original oder Rouge,https://kaufland.media.schwarz/is/image/schwarz/01189486?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01189486.html,"je 0,5-l-PET-Fl. (1 l = 1.98)",,0.99 ,"natürliche Limonade, mit Fruchtfleisch(+ 0.25 Pfand)",69123,Kaufland,"Getränke, Spirituosen"
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02005787.html,,,,,69123,Kaufland,"Getränke, Spirituosen"
S.PELLEGRINO Mineralwasser,https://kaufland.media.schwarz/is/image/schwarz/01114917?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01114917.html,1-l-PET-Fl. ,,0.88 ,mit Kohlensäure(+ 0.25 Pfand),69123,Kaufland,"Getränke, Spirituosen"
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02069789.html,,,,,69123,Kaufland,"Getränke, Spirituosen"
VITAVATE Vitaminwasser,https://kaufland.media.schwarz/is/image/schwarz/01532545?JGstbGVnYWN5LW9uc2l0ZS0yJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01532545.html,"je 0,5-l-Fl. (1 l = 1.76)",AKTION,0.88 *,versch. Sorten(+ 0.25 Pfand),69123,Kaufland,"Getränke, Spirituosen"
HOHES C Fruchtsaft,https://kaufland.media.schwarz/is/image/schwarz/01425453?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01425453.html,je 1-l-PET-Fl. ,,1.39 ,versch. Sorten(+ 0.25 Pfand),69123,Kaufland,"Getränke, Spirituosen"
CAPRI-SUN Fruchtsaftgetränk,https://kaufland.media.schwarz/is/image/schwarz/02005209?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02005209.html,"je 10 x 0,2-l-Packg. (1 l = 1.25)",,2.49 ,versch. Sorten,69123,Kaufland,"Getränke, Spirituosen"
WATERDROP Microdrink,https://kaufland.media.schwarz/is/image/schwarz/01347715?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01347715.html,je 12 St. = 24-g-Packg. (1 kg = 228.75),,5.49 ,"Drops mit Frucht- und Pflanzenextraktenzum Verfeinern und Aromatisieren des Wassers,versch. Sorten",69123,Kaufland,"Getränke, Spirituosen"
RAMAZZOTTI Crema Cappuccino,https://kaufland.media.schwarz/is/image/schwarz/01290982?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01290982.html,"0,7-l-Fl. (1 l = 15.70)",,10.99 ,"ital. Cremelikör, 17 Vol. %",69123,Kaufland,"Getränke, Spirituosen"
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01196373.html,,,,,69123,Kaufland,"Getränke, Spirituosen"
VERPOORTEN Eierlikör,https://kaufland.media.schwarz/is/image/schwarz/02273613?JGstbGVnYWN5LW9uc2l0ZS0yJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02273613.html,"0,7-l-Fl. (1 l = 15.70)",,10.99 ,20 Vol. %,69123,Kaufland,"Getränke, Spirituosen"
MALIBU Kokoslikör,https://kaufland.media.schwarz/is/image/schwarz/02257525?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02257525.html,"0,7-l-Fl. (1 l = 14.28)",,9.99 ,"mit weißem Rum, 21 Vol. %",69123,Kaufland,"Getränke, Spirituosen"
STÁVROS OUZO,https://kaufland.media.schwarz/is/image/schwarz/02283076?JGstbGVnYWN5LW9uc2l0ZS0yJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02283076.html,"0,7-l-Fl. (1 l = 8.56)",,5.99 ,"griech. Anis-Spezialität, produziert und abgefülltin Griechenland, 38 Vol. %",69123,Kaufland,"Getränke, Spirituosen"
MALFY Gin Rosa,https://kaufland.media.schwarz/is/image/schwarz/01290977?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01290977.html,"0,7-l-Fl. (1 l = 34.28)",,23.99 ,"ital. Premium-Gin, saftig-frischer Geschmackdurch Botanicals wie sizilian. Pink Grapefruitund Rhabarber, 41 Vol. %",69123,Kaufland,"Getränke, Spirituosen"
PITÚ Caipirinha oder Passionsfrucht oder ASBACH Cola,https://kaufland.media.schwarz/is/image/schwarz/01268246?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01268246.html,"je 0,33-l-Dose (1 l = 6.03)",,1.99 ,"Mixgetränk,z. T. koffeinhaltig, 10 Vol. %(+ 0.25 Pfand)",69123,Kaufland,"Getränke, Spirituosen"
